time,id,pir_state,t_temp,field1,field2,field3,field4,count
2022-09-15T13:30:47+05:30,1330,1,29,"23.75,23.25,24.00,23.75,24.00,24.00,24.50,24.00,24.00,24.00,23.25,23.75,24.00,23.00,24.25,24.25","24.25,24.75,24.25,24.50,24.25,24.75,24.75,24.25,25.25,25.50,26.00,24.00,24.50,27.25,26.75,26.00","25.25,27.25,26.50,24.25,24.00,26.50,27.00,27.00,24.75,26.75,26.00,23.50,23.50,24.50,27.50,28.25","24.00,24.25,24.00,23.50,23.75,24.25,24.50,26.75,24.00,24.25,24.00,24.00,23.75,23.50,24.00,25.00",2
2022-09-15T13:31:20+05:30,1331,1,29,"24.50,24.00,24.00,24.25,24.00,23.25,24.50,23.75,24.25,24.00,24.25,23.75,23.75,23.75,24.75,24.75","24.50,24.25,24.25,24.00,24.25,25.00,24.75,24.25,25.25,25.75,25.75,24.25,24.50,27.25,27.00,26.00","25.00,27.50,25.75,24.50,24.50,26.25,27.25,27.50,25.00,25.50,25.50,24.00,24.25,25.25,26.75,28.25","24.75,25.00,24.25,24.25,23.75,24.00,25.00,27.25,24.50,23.75,24.25,24.25,24.00,24.00,24.75,24.50",2
2022-09-15T13:31:54+05:30,1332,1,29,"24.00,23.75,24.00,23.75,23.75,23.50,24.25,23.50,24.00,23.50,23.50,24.00,23.50,23.75,24.25,24.50","24.50,24.25,24.25,23.75,24.00,25.00,24.75,24.50,24.75,25.25,26.25,24.50,24.25,26.75,26.75,26.00","25.25,26.75,26.25,23.75,23.75,26.25,27.25,27.50,24.50,25.50,25.50,24.25,23.50,24.75,26.50,28.50","24.25,24.25,24.00,23.75,23.75,24.50,25.25,27.00,24.50,23.75,24.00,24.75,23.75,23.75,24.00,24.50",2
2022-09-15T13:32:27+05:30,1333,1,29,"24.00,23.75,24.25,24.00,23.75,23.25,24.00,23.50,24.00,24.25,24.00,23.50,23.50,24.00,24.00,24.50","24.50,24.50,24.00,24.00,24.25,25.25,25.00,24.00,24.75,26.25,26.50,24.50,24.25,27.50,26.75,26.00","24.75,27.00,25.75,24.25,24.25,26.00,26.00,25.00,24.50,25.25,25.25,24.00,23.75,24.75,26.25,24.75","24.25,24.00,23.75,23.75,24.25,24.25,23.50,24.50,24.25,24.00,24.25,23.50,23.75,24.50,24.25,24.75",2
2022-09-15T13:33:01+05:30,1334,1,29,"24.00,23.50,24.25,23.50,24.25,23.75,24.75,24.00,24.25,24.25,23.50,23.75,23.75,24.00,24.25,24.00","24.25,24.50,24.75,24.25,24.75,25.50,25.50,24.25,25.00,26.25,26.50,24.25,24.75,27.25,26.75,26.00","24.75,27.00,26.00,24.25,24.50,27.50,28.25,26.75,24.25,24.50,25.75,24.00,23.75,25.00,28.25,26.75","24.75,24.50,24.00,24.00,23.50,24.25,26.00,25.50,24.25,23.50,24.25,23.75,23.75,24.00,25.00,24.25",2
2022-09-15T13:33:34+05:30,1335,1,29,"24.25,23.75,23.50,23.25,24.25,24.00,24.50,23.00,23.50,23.75,24.00,23.75,24.00,24.00,24.50,24.50","24.25,24.00,24.50,24.25,24.50,25.25,24.75,24.25,25.25,26.25,26.25,24.25,24.25,27.25,26.50,26.00","24.75,27.00,26.00,24.00,24.50,27.50,28.00,26.00,24.50,24.50,25.25,23.75,23.50,25.25,28.25,26.50","24.75,24.25,23.75,23.75,23.75,24.25,26.25,25.00,24.50,23.50,24.25,24.00,23.75,23.75,24.50,25.00",2
2022-09-15T13:34:08+05:30,1336,1,29,"24.00,23.75,23.75,23.75,23.75,23.75,23.75,23.25,23.75,23.75,23.75,23.75,23.75,23.75,23.25,24.00","24.25,24.25,24.50,23.75,23.75,25.25,24.50,24.25,24.75,26.00,25.75,24.25,24.25,27.00,26.25,24.75","25.00,27.50,26.75,24.50,23.75,26.25,26.75,24.50,24.75,25.75,25.00,24.00,23.75,25.00,26.25,24.75","24.25,24.50,23.50,23.75,23.75,25.00,24.25,24.50,24.50,23.25,23.75,24.00,23.50,23.75,24.50,24.25",2
2022-09-15T13:34:41+05:30,1337,1,29,"23.75,23.75,24.00,23.50,23.75,23.50,24.00,23.75,23.75,23.75,23.50,23.50,23.50,23.75,23.75,23.75","24.50,24.50,24.25,23.75,23.75,25.25,24.50,24.25,25.00,26.00,26.25,24.25,24.25,26.50,26.00,24.50","24.25,27.00,26.75,24.00,23.50,26.00,26.25,25.00,24.25,25.25,25.00,23.25,23.25,25.00,25.25,24.25","24.00,24.25,23.25,23.75,23.25,23.75,24.00,24.25,24.00,24.00,24.00,23.00,23.25,24.00,23.75,24.00",2
2022-09-15T13:35:15+05:30,1338,1,29,"23.75,23.25,24.00,24.00,23.25,23.75,24.25,23.75,23.50,24.00,23.25,24.00,23.75,23.50,24.25,24.00","24.50,25.00,24.00,24.00,23.50,25.50,25.00,24.50,25.00,25.50,25.75,24.25,24.75,27.50,26.75,26.25","25.25,27.50,25.75,23.75,24.00,27.00,28.00,26.75,24.75,27.25,24.50,23.50,23.75,24.75,28.00,26.75","24.25,24.75,24.25,23.50,23.75,24.00,25.75,25.50,24.25,23.50,24.00,24.25,23.50,23.75,24.00,24.00",2
2022-09-14T17:27:03+05:30,1047,0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
2022-09-14T17:27:40+05:30,1048,0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
2022-09-14T17:28:18+05:30,1049,0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
2022-09-14T17:28:56+05:30,1050,0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
2022-09-14T17:29:33+05:30,1051,0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
2022-09-14T17:30:11+05:30,1052,0,29,"25.00,24.25,24.00,24.75,24.75,24.25,24.25,23.75,25.25,25.25,24.00,25.50,24.75,24.50,23.50,25.25","24.75,24.25,24.50,26.50,27.00,25.50,23.75,25.00,24.25,25.00,24.25,24.50,27.50,24.75,24.00,24.75","24.50,24.75,23.75,23.75,24.75,24.25,24.25,24.25,25.00,24.75,24.75,24.00,23.75,24.00,24.00,24.00","24.75,25.00,24.00,23.75,23.75,24.00,23.50,23.50,24.75,24.00,24.25,23.75,24.00,24.75,24.25,23.25",1
2022-09-14T17:30:48+05:30,1053,1,29,"24.50,24.25,24.50,24.75,24.75,24.25,24.75,24.50,25.25,25.50,24.50,25.25,24.75,24.75,23.75,25.00","25.25,24.50,25.25,26.75,26.75,26.00,24.75,24.75,24.50,24.50,24.50,27.75,27.25,25.00,24.00,25.25","25.50,24.25,24.50,27.75,26.50,24.50,24.25,24.75,24.50,25.00,24.25,25.75,26.50,24.50,23.75,24.50","25.00,24.50,24.25,24.50,25.00,24.50,24.00,23.50,25.00,25.00,24.25,24.50,23.75,24.75,23.75,23.75",1
2022-09-14T17:31:25+05:30,1054,1,29,"25.00,24.50,24.25,24.75,25.00,24.25,24.50,24.25,25.50,25.00,24.50,24.50,25.00,24.50,24.50,25.00","25.00,24.50,24.50,25.75,27.25,25.25,25.50,25.25,24.50,24.50,24.50,27.25,27.50,26.75,24.50,25.25","24.75,24.75,24.00,26.75,27.00,25.50,24.00,25.25,24.50,24.50,24.50,24.75,26.75,25.00,24.00,24.50","24.75,25.00,24.00,24.00,25.00,24.75,23.75,24.50,24.25,24.50,25.25,24.25,24.25,24.75,24.25,24.00",1
2022-09-14T17:32:02+05:30,1055,0,29,"24.50,24.50,24.75,24.75,24.25,24.50,24.50,24.00,25.00,25.50,24.75,24.25,24.25,24.00,24.50,25.00","25.25,24.50,25.75,26.25,24.25,23.75,24.75,25.25,24.50,25.50,27.25,27.50,25.75,24.50,24.25,24.75","24.75,24.75,26.00,26.75,24.50,25.00,24.25,24.75,25.00,24.50,25.00,26.00,24.25,24.25,24.25,24.75","24.75,24.50,24.25,24.00,23.75,24.75,24.00,23.75,23.75,24.25,24.75,23.75,24.00,24.50,23.75,24.00",1
2022-09-14T17:32:41+05:30,1056,1,29,"24.50,24.25,24.25,24.00,24.25,24.75,24.00,24.25,25.50,25.50,24.25,24.00,24.00,24.50,24.25,24.75","25.00,24.50,24.25,23.75,25.75,26.25,24.25,25.00,25.25,25.00,24.50,24.50,26.75,27.25,25.50,25.25","24.50,24.75,24.75,24.25,26.50,27.25,25.25,24.50,24.25,24.50,24.50,23.75,24.50,25.00,24.50,24.50","25.00,24.50,24.00,24.25,24.00,24.00,24.00,24.00,24.50,24.25,24.50,24.25,24.00,24.50,24.25,24.25",1
2022-09-14T17:33:18+05:30,1057,0,29,"25.25,25.00,25.50,25.00,25.25,24.25,24.50,24.25,26.50,26.25,25.50,26.00,24.75,24.25,24.75,25.50","25.75,25.25,27.25,28.00,26.50,24.25,24.75,25.25,25.25,26.00,28.00,28.25,26.00,25.00,24.25,25.25","25.25,25.75,27.50,27.50,25.75,25.25,24.50,24.75,25.25,25.75,26.75,26.50,24.50,25.00,24.75,25.00","25.25,25.25,26.25,27.50,24.75,24.75,24.00,24.50,25.25,25.00,24.75,25.25,24.50,25.50,25.00,24.50",1
2022-09-14T17:33:56+05:30,1058,1,29,"25.00,24.50,24.50,24.50,25.00,24.00,24.50,24.00,25.75,25.25,24.50,25.00,24.50,24.25,24.50,25.25","25.00,24.25,24.75,26.25,27.25,25.50,24.50,24.75,25.00,25.00,24.50,26.25,27.25,25.25,24.00,24.50","25.00,24.75,25.00,26.25,26.25,24.50,24.25,24.25,25.25,25.00,25.00,25.25,26.50,24.00,24.50,24.00","24.75,24.75,24.25,24.00,24.50,24.75,23.75,23.50,24.25,24.75,24.75,24.50,24.50,24.75,24.75,23.50",1
2022-09-14T17:34:33+05:30,1059,0,29,"24.75,24.75,24.50,24.75,24.25,24.25,24.25,24.50,25.50,25.50,25.00,25.00,24.50,23.25,24.00,24.75","25.25,24.25,25.75,26.50,25.25,23.75,24.00,25.25,24.50,24.75,25.75,27.50,25.75,24.25,24.00,24.75","24.75,26.25,26.75,27.25,26.00,24.50,24.00,24.50,24.75,25.00,26.50,26.00,24.75,23.75,24.00,24.25","24.75,24.75,24.75,25.75,25.00,24.75,24.00,24.00,24.75,25.00,25.00,24.50,24.25,24.75,24.25,23.50",1
2022-09-14T17:35:10+05:30,1060,1,29,"24.50,24.50,24.75,24.25,24.25,24.00,25.00,24.50,25.75,25.25,24.50,25.00,25.00,24.50,24.25,25.00","25.00,24.25,25.00,26.75,25.50,23.75,24.75,25.25,24.75,24.75,24.75,26.50,26.75,25.75,24.75,25.00","24.50,24.50,25.25,26.25,26.75,25.00,24.50,24.25,24.50,24.75,24.50,24.00,26.50,24.75,24.50,24.50","24.75,24.50,24.75,24.00,23.75,24.50,23.75,24.00,25.00,24.50,24.75,24.00,24.25,24.75,24.50,24.00",1
2022-09-14T17:35:47+05:30,1061,0,29,"24.75,24.00,24.50,24.25,24.75,24.25,24.25,23.50,25.75,25.25,24.25,25.00,25.00,24.75,24.25,25.00","25.75,24.25,25.00,26.25,26.75,26.00,24.00,25.25,24.75,25.25,25.50,27.25,27.50,27.25,24.25,25.00","24.50,24.75,25.50,27.25,27.25,27.50,24.25,24.50,24.50,24.50,25.00,26.50,27.00,26.75,24.75,24.50","24.50,25.00,24.50,24.50,28.25,25.75,24.50,24.75,24.75,24.25,24.50,24.50,25.25,25.25,24.50,24.50",1
2022-09-14T17:36:25+05:30,1062,0,29,"24.00,24.25,24.50,24.00,25.00,23.50,24.25,23.75,25.25,25.25,24.25,25.25,24.50,24.00,23.75,25.00","25.00,24.50,24.50,26.50,26.50,24.75,23.75,24.75,24.25,24.25,24.50,25.25,27.75,24.75,24.00,24.75","24.00,24.50,24.00,24.25,27.00,24.50,24.00,24.25,24.50,24.25,24.50,24.25,23.75,24.00,24.25,24.50","24.50,24.50,24.00,23.75,24.00,24.00,23.50,24.50,24.75,24.25,24.50,23.75,23.75,24.00,24.00,23.75",1
2022-09-14T17:37:03+05:30,1063,1,29,"24.25,23.75,24.50,23.75,24.50,24.50,24.25,23.75,25.75,25.25,24.00,24.00,24.50,24.50,25.00,24.75","24.75,24.50,24.25,24.75,26.75,26.50,24.25,25.00,24.25,24.25,24.00,23.75,25.50,28.00,24.75,24.75","24.50,24.50,24.25,23.75,24.00,27.75,24.50,24.75,24.50,24.25,24.00,23.75,23.75,24.25,24.00,24.50","24.50,24.50,24.00,23.75,23.25,24.00,24.00,23.75,24.25,24.25,24.50,24.00,23.75,25.00,24.00,23.75",1
2022-09-14T17:37:40+05:30,1064,0,29,"24.50,24.25,24.50,24.00,24.25,24.25,24.00,23.75,25.50,25.25,24.25,24.50,24.75,24.25,24.25,24.75","24.50,24.75,24.50,25.75,27.00,25.00,24.25,25.50,24.75,24.50,24.75,26.50,27.00,26.00,24.00,25.00","24.25,24.50,24.50,26.00,27.25,25.00,24.00,24.25,24.50,24.50,24.25,24.25,27.00,24.00,24.50,24.25","24.50,25.75,24.00,23.75,24.50,24.25,23.75,23.50,24.75,24.75,24.00,24.50,24.25,25.00,24.25,24.00",1
2022-09-14T17:38:17+05:30,1065,0,29,"24.50,23.75,24.25,24.00,24.50,24.50,25.00,24.00,25.50,25.25,24.50,24.75,24.75,24.00,24.75,25.50","24.50,24.25,24.25,25.75,26.25,24.00,24.75,25.25,24.50,24.25,24.50,26.75,26.50,26.00,24.75,24.50","24.25,24.50,24.25,25.25,27.00,24.75,23.75,24.50,24.00,24.50,24.25,24.25,26.00,24.50,24.00,24.50","24.25,24.50,24.25,24.00,23.75,24.50,24.25,23.75,24.75,23.75,24.50,24.25,24.00,24.25,24.25,24.00",1
2022-09-14T17:38:54+05:30,1066,1,29,"24.50,24.25,24.50,24.00,24.25,24.00,25.00,24.50,26.00,26.25,24.50,24.25,24.00,24.75,26.00,26.00","25.00,24.75,24.75,24.00,24.00,24.50,27.00,25.75,24.25,25.00,24.75,24.50,24.00,24.25,26.00,25.00","24.75,24.50,24.25,24.00,24.50,24.25,24.00,25.00,24.50,24.25,24.50,23.75,24.25,24.25,24.50,25.00","24.75,25.00,24.25,24.00,24.00,24.50,23.50,24.25,24.75,24.75,25.00,24.75,24.25,24.50,24.25,24.00",1
2022-09-14T17:39:32+05:30,1067,0,29,"24.50,24.50,24.75,24.50,24.25,24.75,24.00,23.75,26.25,25.75,25.00,25.25,24.50,25.00,25.00,25.25","25.50,25.75,26.25,26.25,26.75,27.00,25.25,24.75,24.75,24.50,24.50,24.25,24.75,28.25,24.75,24.50","24.50,24.50,24.25,24.25,24.25,26.50,24.75,24.25,24.50,24.75,24.00,24.00,23.75,24.00,24.50,24.25","25.00,24.75,24.25,23.50,23.75,24.00,23.50,23.50,24.50,24.50,24.50,24.00,24.00,24.50,24.25,24.50",1
2022-09-14T17:40:10+05:30,1068,0,29,"24.50,24.50,24.50,24.25,24.25,24.75,24.50,24.50,26.00,25.50,24.25,23.50,25.00,25.25,25.25,25.75","24.75,24.50,24.50,24.75,25.75,27.00,26.50,25.75,24.00,24.25,24.00,24.50,26.25,27.00,24.50,24.75","24.50,24.25,24.00,24.25,24.75,25.25,24.00,24.50,24.75,24.50,24.25,23.75,23.50,24.25,24.25,24.75","24.25,24.75,24.00,24.00,23.50,24.00,24.00,24.00,24.75,24.25,24.25,24.00,24.50,24.50,23.75,24.25",1
2022-09-14T17:40:47+05:30,1069,0,29,"24.75,24.25,24.25,23.75,24.25,24.25,24.50,24.50,25.25,25.00,23.75,24.00,24.75,24.75,24.50,24.75","24.50,24.25,24.00,23.50,26.25,27.25,25.25,25.00,24.25,24.00,24.00,23.75,25.50,27.75,24.25,24.75","24.50,24.25,23.75,23.75,24.50,25.50,23.75,24.50,24.25,23.75,24.25,23.50,23.50,23.75,24.25,24.75","24.50,24.50,23.50,23.50,23.25,24.00,24.25,23.75,24.25,24.25,24.25,24.00,24.00,24.25,24.25,24.00",1
2022-09-14T17:41:25+05:30,1070,0,29,"24.50,23.75,23.75,24.00,24.25,24.25,24.75,23.75,25.25,25.25,24.25,23.75,24.50,24.50,24.50,25.25","24.50,24.00,24.00,24.00,26.00,26.75,25.75,25.50,24.00,24.25,24.50,24.00,24.75,28.00,24.75,24.75","24.25,24.50,24.25,23.75,24.00,26.00,24.50,24.50,24.75,24.25,23.75,24.00,23.75,24.00,24.25,24.75","24.75,24.50,23.75,24.00,23.50,24.25,24.00,23.75,24.25,24.50,25.00,23.75,23.75,24.50,24.25,24.25",1
2022-09-14T17:42:02+05:30,1071,0,29,"24.50,24.00,24.25,24.00,24.50,24.25,25.00,24.25,25.75,25.50,24.00,24.00,24.00,25.00,25.75,25.50","25.25,24.50,24.00,24.25,24.00,27.00,27.25,25.75,24.00,24.50,24.00,23.75,24.00,25.00,26.75,25.50","24.00,24.75,24.25,24.00,23.75,24.50,24.50,24.50,24.50,24.75,24.25,24.00,24.00,24.00,24.00,24.25","24.25,24.75,24.00,24.00,23.75,24.00,23.50,24.00,25.00,24.75,24.50,23.50,23.75,24.25,24.50,23.50",1
